datetime,hour,day_of_week,month,is_weekend,is_business_hours,peak_hours_flag,temperature_c,humidity_pct,occupancy_estimate,energy_consumption_kwh
2024-03-07 08:00:00,8,3,3,0,1,0,18.0,68.7,52.6,86.06
2024-03-07 09:00:00,9,3,3,0,1,0,20.6,66.2,52.3,90.68
2024-03-07 10:00:00,10,3,3,0,1,1,16.2,65.5,81.5,123.83
2024-03-07 11:00:00,11,3,3,0,1,1,20.0,62.9,92.3,133.98
2024-03-07 12:00:00,12,3,3,0,1,1,24.0,70.1,81.3,120.89
2024-03-07 13:00:00,13,3,3,0,1,1,27.2,62.3,64.4,118.63
2024-03-07 14:00:00,14,3,3,0,1,1,23.8,57.2,75.8,113.96
2024-03-07 15:00:00,15,3,3,0,1,1,22.2,62.4,88.3,130.43
2024-03-07 16:00:00,16,3,3,0,1,1,22.5,60.4,75.7,113.24
2024-03-07 17:00:00,17,3,3,0,1,0,24.3,59.9,31.2,69.69
2024-03-07 18:00:00,18,3,3,0,1,0,19.3,59.1,36.5,78.34
2024-03-07 19:00:00,19,3,3,0,0,0,17.5,63.6,33.2,71.61
2024-03-07 20:00:00,20,3,3,0,0,0,16.4,73.3,6.3,48.65
2024-03-07 21:00:00,21,3,3,0,0,0,13.8,70.2,6.2,49.52
2024-03-07 22:00:00,22,3,3,0,0,0,14.2,57.6,10.4,56.7
2024-03-07 23:00:00,23,3,3,0,0,0,15.6,71.4,11.8,66.1
2024-03-08 00:00:00,0,4,3,0,0,0,12.4,73.2,6.8,51.04
2024-03-08 01:00:00,1,4,3,0,0,0,10.7,68.6,4.3,52.08
2024-03-08 02:00:00,2,4,3,0,0,0,10.4,73.1,4.3,60.92
2024-03-08 03:00:00,3,4,3,0,0,0,8.3,68.3,10.1,57.2
2024-03-08 04:00:00,4,4,3,0,0,0,13.4,66.2,8.4,56.31
2024-03-08 05:00:00,5,4,3,0,0,0,12.7,74.6,10.3,62.62
2024-03-08 06:00:00,6,4,3,0,0,0,13.9,66.7,9.6,52.43
2024-03-08 07:00:00,7,4,3,0,0,0,21.5,55.0,11.3,55.15
2024-03-08 08:00:00,8,4,3,0,1,0,18.0,64.6,71.6,98.0
2024-03-08 09:00:00,9,4,3,0,1,0,17.8,64.7,68.6,92.53
2024-03-08 10:00:00,10,4,3,0,1,1,19.9,68.4,87.1,130.26
2024-03-08 11:00:00,11,4,3,0,1,1,24.1,60.7,84.6,121.36
2024-03-08 12:00:00,12,4,3,0,1,1,23.3,59.5,87.6,128.24
2024-03-08 13:00:00,13,4,3,0,1,1,21.1,66.9,67.5,108.03
2024-03-08 14:00:00,14,4,3,0,1,1,25.6,60.1,85.4,133.91
2024-03-08 15:00:00,15,4,3,0,1,1,22.5,58.7,78.2,117.0
2024-03-08 16:00:00,16,4,3,0,1,1,26.4,63.6,86.1,138.28
2024-03-08 17:00:00,17,4,3,0,1,0,24.0,61.5,34.1,73.86
2024-03-08 18:00:00,18,4,3,0,1,0,19.9,63.6,37.4,77.53
2024-03-08 19:00:00,19,4,3,0,0,0,21.4,63.2,29.8,69.38
2024-03-08 20:00:00,20,4,3,0,0,0,17.6,60.9,7.5,52.65
2024-03-08 21:00:00,21,4,3,0,0,0,17.3,63.3,5.7,55.35
2024-03-08 22:00:00,22,4,3,0,0,0,15.1,66.9,11.0,55.35
2024-03-08 23:00:00,23,4,3,0,0,0,11.3,68.8,7.9,60.67
2024-03-09 00:00:00,0,5,3,1,0,0,10.8,75.0,4.1,50.46
2024-03-09 01:00:00,1,5,3,1,0,0,13.2,69.1,3.2,48.62
2024-03-09 02:00:00,2,5,3,1,0,0,10.5,73.6,6.4,51.89
2024-03-09 03:00:00,3,5,3,1,0,0,10.6,70.1,4.1,52.21
2024-03-09 04:00:00,4,5,3,1,0,0,10.3,74.5,7.9,56.03
2024-03-09 05:00:00,5,5,3,1,0,0,13.8,69.4,5.7,48.43
2024-03-09 06:00:00,6,5,3,1,0,0,18.1,64.9,4.4,51.48
2024-03-09 07:00:00,7,5,3,1,0,0,14.0,67.6,6.3,54.83
2024-03-09 08:00:00,8,5,3,1,0,0,17.7,61.3,4.4,46.48
2024-03-09 09:00:00,9,5,3,1,0,0,21.8,64.3,7.1,51.44
2024-03-09 10:00:00,10,5,3,1,0,0,20.7,62.8,13.7,59.68
2024-03-09 11:00:00,11,5,3,1,0,0,23.0,59.4,21.9,60.28
2024-03-09 12:00:00,12,5,3,1,0,0,21.3,67.0,17.3,59.44
2024-03-09 13:00:00,13,5,3,1,0,0,24.7,55.2,20.1,67.15
2024-03-09 14:00:00,14,5,3,1,0,0,23.8,59.2,10.9,61.59
2024-03-09 15:00:00,15,5,3,1,0,0,25.7,63.6,14.2,63.02
2024-03-09 16:00:00,16,5,3,1,0,0,25.4,61.0,18.8,63.81
2024-03-09 17:00:00,17,5,3,1,0,0,26.9,58.5,17.9,66.2
2024-03-09 18:00:00,18,5,3,1,0,0,21.9,63.2,12.3,59.77
2024-03-09 19:00:00,19,5,3,1,0,0,19.9,64.3,4.8,55.08
2024-03-09 20:00:00,20,5,3,1,0,0,18.0,58.8,4.3,47.4
2024-03-09 21:00:00,21,5,3,1,0,0,15.3,65.4,6.1,55.31
2024-03-09 22:00:00,22,5,3,1,0,0,15.0,73.5,4.7,49.44
2024-03-09 23:00:00,23,5,3,1,0,0,12.5,66.1,4.5,49.65
2024-03-10 00:00:00,0,6,3,1,0,0,12.5,67.5,4.0,51.54
2024-03-10 01:00:00,1,6,3,1,0,0,13.9,65.6,5.0,55.29
2024-03-10 02:00:00,2,6,3,1,0,0,9.5,70.5,4.0,54.4
2024-03-10 03:00:00,3,6,3,1,0,0,13.6,65.6,7.8,55.21
2024-03-10 04:00:00,4,6,3,1,0,0,14.6,69.2,3.8,52.05
2024-03-10 05:00:00,5,6,3,1,0,0,13.0,69.2,7.6,55.96
2024-03-10 06:00:00,6,6,3,1,0,0,10.8,73.0,5.1,53.28
2024-03-10 07:00:00,7,6,3,1,0,0,15.0,62.8,4.9,53.55
2024-03-10 08:00:00,8,6,3,1,0,0,20.2,62.0,4.2,48.91
2024-03-10 09:00:00,9,6,3,1,0,0,19.5,62.9,6.2,54.55
2024-03-10 10:00:00,10,6,3,1,0,0,19.3,65.8,18.2,63.85
2024-03-10 11:00:00,11,6,3,1,0,0,21.5,59.3,15.6,61.47
2024-03-10 12:00:00,12,6,3,1,0,0,25.0,63.7,10.7,59.78
2024-03-10 13:00:00,13,6,3,1,0,0,25.1,64.7,21.0,66.74
2024-03-10 14:00:00,14,6,3,1,0,0,23.9,56.8,21.8,67.45
2024-03-10 15:00:00,15,6,3,1,0,0,23.4,59.2,15.2,51.67
2024-03-10 16:00:00,16,6,3,1,0,0,22.7,59.5,17.4,63.26
2024-03-10 17:00:00,17,6,3,1,0,0,20.8,73.5,15.4,65.41
2024-03-10 18:00:00,18,6,3,1,0,0,24.0,59.0,13.9,56.02
2024-03-10 19:00:00,19,6,3,1,0,0,18.9,71.0,3.4,48.1
2024-03-10 20:00:00,20,6,3,1,0,0,20.0,58.4,5.3,55.93
2024-03-10 21:00:00,21,6,3,1,0,0,18.9,60.3,7.1,50.15
2024-03-10 22:00:00,22,6,3,1,0,0,16.4,63.3,3.1,48.1
2024-03-10 23:00:00,23,6,3,1,0,0,12.4,65.4,5.9,54.03
2024-03-11 00:00:00,0,0,3,0,0,0,13.1,67.3,11.0,54.37
2024-03-11 01:00:00,1,0,3,0,0,0,11.7,66.5,5.7,56.47
2024-03-11 02:00:00,2,0,3,0,0,0,9.9,67.3,5.5,51.85
2024-03-11 03:00:00,3,0,3,0,0,0,12.3,73.5,10.2,57.9
2024-03-11 04:00:00,4,0,3,0,0,0,10.3,75.2,6.0,55.48
2024-03-11 05:00:00,5,0,3,0,0,0,15.6,70.4,5.5,57.28
2024-03-11 06:00:00,6,0,3,0,0,0,13.9,69.9,7.0,57.31
2024-03-11 07:00:00,7,0,3,0,0,0,16.7,66.2,7.1,51.42
2024-03-11 08:00:00,8,0,3,0,1,0,18.5,62.6,71.2,95.22
2024-03-11 09:00:00,9,0,3,0,1,0,19.2,60.2,63.6,96.47
2024-03-11 10:00:00,10,0,3,0,1,1,22.3,63.3,86.1,120.09
2024-03-11 11:00:00,11,0,3,0,1,1,21.8,57.5,88.0,124.45
2024-03-11 12:00:00,12,0,3,0,1,1,25.2,55.9,94.3,127.65
2024-03-11 13:00:00,13,0,3,0,1,1,21.9,66.8,61.7,111.28
2024-03-11 14:00:00,14,0,3,0,1,1,24.7,67.8,78.5,121.79
2024-03-11 15:00:00,15,0,3,0,1,1,27.8,59.6,91.4,152.2
2024-03-11 16:00:00,16,0,3,0,1,1,21.8,66.7,91.3,133.5
2024-03-11 17:00:00,17,0,3,0,1,0,21.4,61.5,28.5,69.11
2024-03-11 18:00:00,18,0,3,0,1,0,22.2,56.6,27.9,70.21
2024-03-11 19:00:00,19,0,3,0,0,0,20.0,65.9,33.4,71.27
2024-03-11 20:00:00,20,0,3,0,0,0,18.6,66.8,4.4,48.8
2024-03-11 21:00:00,21,0,3,0,0,0,17.2,65.7,9.2,48.67
2024-03-11 22:00:00,22,0,3,0,0,0,15.9,65.4,4.6,51.64
2024-03-11 23:00:00,23,0,3,0,0,0,15.4,70.6,4.5,50.74
2024-03-12 00:00:00,0,1,3,0,0,0,13.3,64.2,7.9,52.26
2024-03-12 01:00:00,1,1,3,0,0,0,11.5,66.4,11.7,58.5
2024-03-12 02:00:00,2,1,3,0,0,0,12.9,64.4,7.4,57.1
2024-03-12 03:00:00,3,1,3,0,0,0,15.4,67.1,6.9,56.53
2024-03-12 04:00:00,4,1,3,0,0,0,12.3,64.5,12.0,53.18
2024-03-12 05:00:00,5,1,3,0,0,0,11.9,66.4,8.3,54.38
2024-03-12 06:00:00,6,1,3,0,0,0,17.0,62.8,7.0,56.12
2024-03-12 07:00:00,7,1,3,0,0,0,16.3,65.0,7.1,58.22
2024-03-12 08:00:00,8,1,3,0,1,0,14.3,61.5,50.8,82.6
2024-03-12 09:00:00,9,1,3,0,1,0,21.4,62.9,60.4,95.9
2024-03-12 10:00:00,10,1,3,0,1,1,20.5,68.1,86.6,122.09
2024-03-12 11:00:00,11,1,3,0,1,1,22.6,62.2,84.1,132.3
2024-03-12 12:00:00,12,1,3,0,1,1,24.4,66.6,82.4,119.23
2024-03-12 13:00:00,13,1,3,0,1,1,24.8,65.5,64.7,118.27
2024-03-12 14:00:00,14,1,3,0,1,1,26.0,62.4,83.6,128.61
2024-03-12 15:00:00,15,1,3,0,1,1,23.7,61.2,76.0,120.16
2024-03-12 16:00:00,16,1,3,0,1,1,24.8,60.2,77.6,116.03
2024-03-12 17:00:00,17,1,3,0,1,0,22.3,64.9,44.0,74.76
2024-03-12 18:00:00,18,1,3,0,1,0,22.8,60.0,35.9,68.21
2024-03-12 19:00:00,19,1,3,0,0,0,21.0,55.3,26.3,68.57
2024-03-12 20:00:00,20,1,3,0,0,0,16.5,67.9,9.5,58.0
2024-03-12 21:00:00,21,1,3,0,0,0,18.5,60.0,4.5,53.18
2024-03-12 22:00:00,22,1,3,0,0,0,14.0,63.9,9.9,51.63
2024-03-12 23:00:00,23,1,3,0,0,0,15.1,66.9,10.0,56.74
2024-03-13 00:00:00,0,2,3,0,0,0,13.4,67.7,9.2,52.27
2024-03-13 01:00:00,1,2,3,0,0,0,15.4,61.1,9.9,56.43
2024-03-13 02:00:00,2,2,3,0,0,0,11.5,70.1,4.7,56.64
2024-03-13 03:00:00,3,2,3,0,0,0,11.5,73.3,9.8,58.04
2024-03-13 04:00:00,4,2,3,0,0,0,12.8,64.0,5.1,57.41
2024-03-13 05:00:00,5,2,3,0,0,0,13.3,73.3,6.7,53.17
2024-03-13 06:00:00,6,2,3,0,0,0,16.6,59.6,11.5,55.59
2024-03-13 07:00:00,7,2,3,0,0,0,13.8,76.3,8.0,54.57
2024-03-13 08:00:00,8,2,3,0,1,0,16.5,64.3,74.0,96.98
2024-03-13 09:00:00,9,2,3,0,1,0,18.2,65.3,47.7,81.05
2024-03-13 10:00:00,10,2,3,0,1,1,23.4,53.6,87.2,131.76
2024-03-13 11:00:00,11,2,3,0,1,1,26.1,59.0,80.9,128.6
2024-03-13 12:00:00,12,2,3,0,1,1,23.9,61.7,89.5,126.02
2024-03-13 13:00:00,13,2,3,0,1,1,24.4,60.1,61.2,104.93
2024-03-13 14:00:00,14,2,3,0,1,1,25.0,57.7,78.0,124.19
2024-03-13 15:00:00,15,2,3,0,1,1,26.8,55.0,79.4,135.81
2024-03-13 16:00:00,16,2,3,0,1,1,22.4,66.3,87.7,120.79
2024-03-13 17:00:00,17,2,3,0,1,0,23.4,61.2,28.3,70.35
2024-03-13 18:00:00,18,2,3,0,1,0,23.4,67.3,41.9,76.97
2024-03-13 19:00:00,19,2,3,0,0,0,21.0,60.7,27.6,68.38
2024-03-13 20:00:00,20,2,3,0,0,0,18.8,62.6,4.3,56.08
2024-03-13 21:00:00,21,2,3,0,0,0,18.5,67.8,7.2,52.76
2024-03-13 22:00:00,22,2,3,0,0,0,10.3,63.8,11.8,61.01
2024-03-13 23:00:00,23,2,3,0,0,0,15.0,62.1,4.9,51.72
2024-03-14 00:00:00,0,3,3,0,0,0,11.8,73.6,4.8,52.6
2024-03-14 01:00:00,1,3,3,0,0,0,9.0,66.5,10.0,57.56
2024-03-14 02:00:00,2,3,3,0,0,0,13.0,61.1,6.5,55.89
2024-03-14 03:00:00,3,3,3,0,0,0,14.8,74.6,9.7,52.75
2024-03-14 04:00:00,4,3,3,0,0,0,12.7,63.0,5.6,49.5
2024-03-14 05:00:00,5,3,3,0,0,0,15.7,67.2,7.7,53.78
2024-03-14 06:00:00,6,3,3,0,0,0,18.3,65.0,6.1,53.01
2024-03-14 07:00:00,7,3,3,0,0,0,19.3,52.7,7.6,47.63
2024-03-14 08:00:00,8,3,3,0,1,0,21.6,61.3,68.1,97.0
2024-03-14 09:00:00,9,3,3,0,1,0,21.6,64.2,67.9,92.96
2024-03-14 10:00:00,10,3,3,0,1,1,22.0,63.5,87.7,125.09
2024-03-14 11:00:00,11,3,3,0,1,1,20.3,66.9,93.9,121.16
2024-03-14 12:00:00,12,3,3,0,1,1,23.8,59.3,84.0,132.78
2024-03-14 13:00:00,13,3,3,0,1,1,23.4,64.0,63.6,105.28
2024-03-14 14:00:00,14,3,3,0,1,1,29.0,54.4,85.4,149.28
2024-03-14 15:00:00,15,3,3,0,1,1,24.6,54.6,85.6,130.81
2024-03-14 16:00:00,16,3,3,0,1,1,24.5,55.2,75.8,123.47
2024-03-14 17:00:00,17,3,3,0,1,0,24.2,54.7,37.2,77.93
2024-03-14 18:00:00,18,3,3,0,1,0,21.9,66.2,32.5,70.52
2024-03-14 19:00:00,19,3,3,0,0,0,23.4,55.1,39.9,72.12
2024-03-14 20:00:00,20,3,3,0,0,0,17.5,66.3,10.5,51.68
2024-03-14 21:00:00,21,3,3,0,0,0,17.3,64.3,8.4,54.96
2024-03-14 22:00:00,22,3,3,0,0,0,14.0,67.3,4.0,54.5
2024-03-14 23:00:00,23,3,3,0,0,0,11.6,74.8,9.1,59.86
2024-03-15 00:00:00,0,4,3,0,0,0,12.1,67.3,10.0,57.24
2024-03-15 01:00:00,1,4,3,0,0,0,12.5,71.2,6.0,56.61
2024-03-15 02:00:00,2,4,3,0,0,0,11.6,69.5,7.7,61.35
2024-03-15 03:00:00,3,4,3,0,0,0,11.3,69.0,11.7,62.21
2024-03-15 04:00:00,4,4,3,0,0,0,10.7,79.2,6.4,57.63
2024-03-15 05:00:00,5,4,3,0,0,0,14.1,61.9,5.8,50.02
2024-03-15 06:00:00,6,4,3,0,0,0,12.9,73.6,5.7,56.18
2024-03-15 07:00:00,7,4,3,0,0,0,18.5,67.2,8.5,55.6
2024-03-15 08:00:00,8,4,3,0,1,0,19.0,62.3,73.5,103.0
2024-03-15 09:00:00,9,4,3,0,1,0,17.9,71.5,63.3,97.61
2024-03-15 10:00:00,10,4,3,0,1,1,21.5,55.1,84.5,127.91
2024-03-15 11:00:00,11,4,3,0,1,1,22.1,59.9,89.6,126.19
2024-03-15 12:00:00,12,4,3,0,1,1,25.0,55.2,89.4,130.16
2024-03-15 13:00:00,13,4,3,0,1,1,27.5,59.9,69.0,125.36
2024-03-15 14:00:00,14,4,3,0,1,1,22.0,57.6,77.7,123.03
2024-03-15 15:00:00,15,4,3,0,1,1,25.3,61.5,85.8,133.25
2024-03-15 16:00:00,16,4,3,0,1,1,24.2,59.8,82.3,124.57
2024-03-15 17:00:00,17,4,3,0,1,0,24.6,58.4,25.4,70.41
2024-03-15 18:00:00,18,4,3,0,1,0,22.5,63.3,35.8,76.55
2024-03-15 19:00:00,19,4,3,0,0,0,19.2,63.0,44.8,80.06
2024-03-15 20:00:00,20,4,3,0,0,0,18.3,60.3,6.8,50.18
2024-03-15 21:00:00,21,4,3,0,0,0,15.7,77.7,11.7,57.65
2024-03-15 22:00:00,22,4,3,0,0,0,17.5,63.3,4.8,58.64
2024-03-15 23:00:00,23,4,3,0,0,0,14.3,58.6,9.9,56.52
2024-03-16 00:00:00,0,5,3,1,0,0,16.8,62.4,3.6,49.65
2024-03-16 01:00:00,1,5,3,1,0,0,12.6,63.6,4.4,53.99
2024-03-16 02:00:00,2,5,3,1,0,0,11.3,72.9,5.9,55.92
2024-03-16 03:00:00,3,5,3,1,0,0,10.0,71.8,6.0,56.58
2024-03-16 04:00:00,4,5,3,1,0,0,10.2,72.0,6.9,59.7
2024-03-16 05:00:00,5,5,3,1,0,0,11.6,67.9,6.1,55.26
2024-03-16 06:00:00,6,5,3,1,0,0,16.3,65.0,6.0,56.56
2024-03-16 07:00:00,7,5,3,1,0,0,18.3,63.2,7.6,54.21
2024-03-16 08:00:00,8,5,3,1,0,0,16.2,65.8,5.3,56.66
2024-03-16 09:00:00,9,5,3,1,0,0,22.3,65.2,4.1,54.81
2024-03-16 10:00:00,10,5,3,1,0,0,21.4,63.9,11.9,59.52
2024-03-16 11:00:00,11,5,3,1,0,0,23.9,62.8,14.8,61.18
2024-03-16 12:00:00,12,5,3,1,0,0,27.6,60.2,18.6,77.89
2024-03-16 13:00:00,13,5,3,1,0,0,26.9,62.2,10.5,65.31
2024-03-16 14:00:00,14,5,3,1,0,0,25.1,61.1,11.5,55.46
2024-03-16 15:00:00,15,5,3,1,0,0,23.7,62.3,11.3,56.92
2024-03-16 16:00:00,16,5,3,1,0,0,20.8,67.7,17.0,59.39
2024-03-16 17:00:00,17,5,3,1,0,0,22.3,59.2,12.9,63.89
2024-03-16 18:00:00,18,5,3,1,0,0,21.9,58.7,12.0,60.64
2024-03-16 19:00:00,19,5,3,1,0,0,18.9,59.5,6.0,58.82
2024-03-16 20:00:00,20,5,3,1,0,0,18.8,65.1,6.8,50.46
2024-03-16 21:00:00,21,5,3,1,0,0,17.5,57.8,4.7,54.91
2024-03-16 22:00:00,22,5,3,1,0,0,15.4,68.6,5.9,47.88
2024-03-16 23:00:00,23,5,3,1,0,0,13.3,67.8,3.5,46.2
2024-03-17 00:00:00,0,6,3,1,0,0,13.9,72.3,7.7,52.82
2024-03-17 01:00:00,1,6,3,1,0,0,13.8,65.2,4.7,56.78
2024-03-17 02:00:00,2,6,3,1,0,0,10.8,69.1,8.0,52.68
2024-03-17 03:00:00,3,6,3,1,0,0,15.5,71.1,7.9,53.63
2024-03-17 04:00:00,4,6,3,1,0,0,13.4,73.7,6.9,57.55
2024-03-17 05:00:00,5,6,3,1,0,0,14.7,64.5,3.1,53.08
2024-03-17 06:00:00,6,6,3,1,0,0,17.3,66.1,5.7,59.2
2024-03-17 07:00:00,7,6,3,1,0,0,18.0,66.1,3.4,50.46
2024-03-17 08:00:00,8,6,3,1,0,0,21.0,64.3,7.5,51.99
2024-03-17 09:00:00,9,6,3,1,0,0,21.4,61.5,6.9,49.47
2024-03-17 10:00:00,10,6,3,1,0,0,21.4,67.6,21.7,62.45
2024-03-17 11:00:00,11,6,3,1,0,0,24.5,52.8,17.3,57.69
2024-03-17 12:00:00,12,6,3,1,0,0,22.8,59.9,16.3,53.99
2024-03-17 13:00:00,13,6,3,1,0,0,25.7,61.3,16.2,69.42
2024-03-17 14:00:00,14,6,3,1,0,0,25.7,61.3,14.6,62.08
2024-03-17 15:00:00,15,6,3,1,0,0,25.1,65.3,15.6,69.53
2024-03-17 16:00:00,16,6,3,1,0,0,24.6,65.1,17.6,58.95
2024-03-17 17:00:00,17,6,3,1,0,0,20.5,62.0,21.2,61.89
2024-03-17 18:00:00,18,6,3,1,0,0,21.5,67.6,17.2,57.9
2024-03-17 19:00:00,19,6,3,1,0,0,21.1,59.9,7.3,51.21
2024-03-17 20:00:00,20,6,3,1,0,0,19.5,67.6,7.3,56.05
2024-03-17 21:00:00,21,6,3,1,0,0,15.7,73.8,5.6,53.84
2024-03-17 22:00:00,22,6,3,1,0,0,18.3,69.5,4.7,54.19
2024-03-17 23:00:00,23,6,3,1,0,0,13.1,68.8,6.2,57.67
2024-03-18 00:00:00,0,0,3,0,0,0,15.6,65.3,7.6,57.02
2024-03-18 01:00:00,1,0,3,0,0,0,13.9,61.7,4.7,48.67
2024-03-18 02:00:00,2,0,3,0,0,0,11.8,70.5,7.0,52.93
2024-03-18 03:00:00,3,0,3,0,0,0,16.4,61.6,12.0,57.03
2024-03-18 04:00:00,4,0,3,0,0,0,11.7,66.1,4.4,64.63
2024-03-18 05:00:00,5,0,3,0,0,0,16.5,61.2,9.6,57.38
2024-03-18 06:00:00,6,0,3,0,0,0,18.0,63.1,10.7,56.05
2024-03-18 07:00:00,7,0,3,0,0,0,16.6,65.8,9.2,56.78
2024-03-18 08:00:00,8,0,3,0,1,0,22.0,63.2,62.1,90.78
2024-03-18 09:00:00,9,0,3,0,1,0,20.7,60.6,66.2,96.5
2024-03-18 10:00:00,10,0,3,0,1,1,23.2,65.5,86.4,126.2
2024-03-18 11:00:00,11,0,3,0,1,1,24.5,59.5,81.4,128.93
2024-03-18 12:00:00,12,0,3,0,1,1,24.8,57.0,94.4,132.87
2024-03-18 13:00:00,13,0,3,0,1,1,27.2,59.4,66.5,124.26
2024-03-18 14:00:00,14,0,3,0,1,1,27.4,66.2,86.3,139.6
2024-03-18 15:00:00,15,0,3,0,1,1,22.6,63.0,84.0,114.83
2024-03-18 16:00:00,16,0,3,0,1,1,27.4,56.9,75.9,135.63
2024-03-18 17:00:00,17,0,3,0,1,0,21.1,56.6,44.1,75.29
2024-03-18 18:00:00,18,0,3,0,1,0,24.6,59.4,40.9,74.72
2024-03-18 19:00:00,19,0,3,0,0,0,23.2,62.2,28.0,64.51
2024-03-18 20:00:00,20,0,3,0,0,0,17.5,63.7,11.9,59.62
2024-03-18 21:00:00,21,0,3,0,0,0,17.0,58.9,9.9,59.89
2024-03-18 22:00:00,22,0,3,0,0,0,14.2,64.2,7.8,49.1
2024-03-18 23:00:00,23,0,3,0,0,0,14.5,73.2,8.9,59.72
2024-03-19 00:00:00,0,1,3,0,0,0,13.5,73.8,4.9,48.62
2024-03-19 01:00:00,1,1,3,0,0,0,14.8,63.6,8.5,56.61
2024-03-19 02:00:00,2,1,3,0,0,0,15.5,69.3,4.6,52.14
2024-03-19 03:00:00,3,1,3,0,0,0,15.9,61.7,8.4,56.08
2024-03-19 04:00:00,4,1,3,0,0,0,13.0,74.0,8.4,51.32
2024-03-19 05:00:00,5,1,3,0,0,0,14.7,68.2,11.0,50.28
2024-03-19 06:00:00,6,1,3,0,0,0,13.4,71.9,9.8,53.31
2024-03-19 07:00:00,7,1,3,0,0,0,16.5,59.1,6.0,53.69
2024-03-19 08:00:00,8,1,3,0,1,0,21.4,65.2,71.7,105.89
2024-03-19 09:00:00,9,1,3,0,1,0,24.3,60.5,62.2,90.11
2024-03-19 10:00:00,10,1,3,0,1,1,20.7,66.4,89.1,127.94
2024-03-19 11:00:00,11,1,3,0,1,1,23.2,64.9,82.5,118.68
2024-03-19 12:00:00,12,1,3,0,1,1,25.3,60.1,92.9,140.8
2024-03-19 13:00:00,13,1,3,0,1,1,26.5,56.5,74.0,117.39
2024-03-19 14:00:00,14,1,3,0,1,1,24.7,63.3,88.2,133.48
2024-03-19 15:00:00,15,1,3,0,1,1,26.7,58.6,91.0,146.9
2024-03-19 16:00:00,16,1,3,0,1,1,24.4,56.9,80.1,123.44
2024-03-19 17:00:00,17,1,3,0,1,0,24.2,56.9,42.2,77.96
2024-03-19 18:00:00,18,1,3,0,1,0,23.9,54.9,34.8,73.67
2024-03-19 19:00:00,19,1,3,0,0,0,21.4,60.5,28.3,71.99
2024-03-19 20:00:00,20,1,3,0,0,0,18.9,68.7,9.4,55.19
2024-03-19 21:00:00,21,1,3,0,0,0,17.8,65.8,9.5,55.38
2024-03-19 22:00:00,22,1,3,0,0,0,16.3,64.0,6.3,50.0
2024-03-19 23:00:00,23,1,3,0,0,0,14.4,70.6,4.2,49.59
2024-03-20 00:00:00,0,2,3,0,0,0,13.8,64.5,5.6,49.36
2024-03-20 01:00:00,1,2,3,0,0,0,16.5,66.3,7.2,50.82
2024-03-20 02:00:00,2,2,3,0,0,0,14.4,66.7,5.3,56.1
2024-03-20 03:00:00,3,2,3,0,0,0,13.1,71.4,5.6,58.72
2024-03-20 04:00:00,4,2,3,0,0,0,15.5,60.3,7.1,49.12
2024-03-20 05:00:00,5,2,3,0,0,0,14.7,63.8,11.7,57.85
2024-03-20 06:00:00,6,2,3,0,0,0,18.7,57.9,10.1,54.26
2024-03-20 07:00:00,7,2,3,0,0,0,18.9,63.2,6.6,57.22
2024-03-20 08:00:00,8,2,3,0,1,0,19.7,68.6,73.5,101.35
2024-03-20 09:00:00,9,2,3,0,1,0,22.4,59.8,64.4,94.34
2024-03-20 10:00:00,10,2,3,0,1,1,20.3,61.2,86.8,121.14
2024-03-20 11:00:00,11,2,3,0,1,1,22.5,65.2,87.0,123.52
2024-03-20 12:00:00,12,2,3,0,1,1,23.4,65.4,86.2,131.65
2024-03-20 13:00:00,13,2,3,0,1,1,26.4,58.7,63.5,118.79
2024-03-20 14:00:00,14,2,3,0,1,1,29.5,59.6,81.6,148.96
2024-03-20 15:00:00,15,2,3,0,1,1,30.2,52.1,84.0,159.32
2024-03-20 16:00:00,16,2,3,0,1,1,26.7,64.3,84.0,130.91
2024-03-20 17:00:00,17,2,3,0,1,0,25.4,68.3,40.2,82.99
2024-03-20 18:00:00,18,2,3,0,1,0,19.9,65.7,32.2,74.33
2024-03-20 19:00:00,19,2,3,0,0,0,20.6,54.7,39.3,72.52
2024-03-20 20:00:00,20,2,3,0,0,0,18.5,62.3,8.6,52.17
2024-03-20 21:00:00,21,2,3,0,0,0,17.1,68.0,11.7,51.98
2024-03-20 22:00:00,22,2,3,0,0,0,16.3,64.4,7.1,53.76
2024-03-20 23:00:00,23,2,3,0,0,0,14.4,72.5,11.2,59.21
2024-03-21 00:00:00,0,3,3,0,0,0,10.9,72.2,10.6,56.89
2024-03-21 01:00:00,1,3,3,0,0,0,15.2,64.0,9.1,52.43
2024-03-21 02:00:00,2,3,3,0,0,0,11.7,69.4,9.2,55.23
2024-03-21 03:00:00,3,3,3,0,0,0,14.3,63.9,4.7,59.09
2024-03-21 04:00:00,4,3,3,0,0,0,18.2,64.0,11.6,60.17
2024-03-21 05:00:00,5,3,3,0,0,0,13.9,65.6,4.9,54.38
2024-03-21 06:00:00,6,3,3,0,0,0,12.3,73.6,8.5,56.5
2024-03-21 07:00:00,7,3,3,0,0,0,17.9,73.4,6.6,52.71
2024-03-21 08:00:00,8,3,3,0,1,0,22.1,56.3,57.9,86.79
2024-03-21 09:00:00,9,3,3,0,1,0,25.3,52.1,63.3,94.08
2024-03-21 10:00:00,10,3,3,0,1,1,21.1,61.7,93.6,132.52
